"","X1","X2","cx","cy","test1","test2","rx","ry","angle"
"115",9,3,0,0,"Stroop-card_II_w","AVLT-recognition_1_to_5",1.49995308281405,1.3209846192764,42.4027855461326
"116",9,4,0,0,"Stroop-card_II_w","RBMT-prose_1_plus_pr2_immrec",1.52291919927629,1.30323851057339,41.829904127045
"117",9,5,0,0,"Stroop-card_II_w","RBMT-prose_1_plus_pr2_delrec",1.50248324339715,1.24865663504777,50.4710927045047
"118",9,6,0,0,"Stroop-card_II_w","TMT-a",1.51188073445101,1.10142947623609,57.4088856746466
"119",9,7,0,0,"Stroop-card_II_w","TMT-b",1.52617268993562,1.03731683982951,57.8619505732661
"120",9,8,0,0,"Stroop-card_II_w","Stroop-card_I_c",1.79362136536248,0.89094317119209,44.2704473529718
"121",9,10,0,0,"Stroop-card_II_w","Stroop-card_III_cw",1.73097844523167,0.86439601434567,47.6235694508082
"122",9,11,0,0,"Stroop-card_II_w","LF-total_letter_123",1.58448735852261,1.20794045752957,44.4395693123449
"123",9,12,0,0,"Stroop-card_II_w","SF-Animals",1.58930897968486,1.17173813315043,46.2497097982603
"124",9,13,0,0,"Stroop-card_II_w","SF-Occupations",1.58084906875982,1.20133754395118,45.1860226436016
"125",9,14,0,0,"Stroop-card_II_w","MMSE-total",1.55865642130699,1.34195559587161,31.717474411461
"126",9,15,0,0,"Stroop-card_II_w","BNT-LongVersion",1.4105609234093,1.30518434533865,76.717474411461
"127",10,1,0,0,"Stroop-card_III_cw","AVLT-total_1_to_5",1.40537290169827,1.06980498849088,60.1168706363267
"128",10,2,0,0,"Stroop-card_III_cw","AVLT-delayed_recall_1_to_5",1.42819361723442,1.19273929141466,48.5098708616018
"129",10,3,0,0,"Stroop-card_III_cw","AVLT-recognition_1_to_5",1.47155720475374,1.27424252657261,31.1770123181307
"130",10,4,0,0,"Stroop-card_III_cw","RBMT-prose_1_plus_pr2_immrec",1.49927421278137,1.25068195247045,33.1743433366789
"131",10,5,0,0,"Stroop-card_III_cw","RBMT-prose_1_plus_pr2_delrec",1.44687991152431,1.23184934912757,41.3529018457296
"132",10,6,0,0,"Stroop-card_III_cw","TMT-a",1.43467282502477,1.11128715453831,53.6390618322905
"133",10,7,0,0,"Stroop-card_III_cw","TMT-b",1.46398524484751,1.0277604375284,54.0650934562505
"134",10,8,0,0,"Stroop-card_III_cw","Stroop-card_I_c",1.64043780696936,1.05552647831531,40.1186726338305
"135",10,9,0,0,"Stroop-card_III_cw","Stroop-card_II_w",1.73097844523167,0.86439601434567,42.3764305491918
"136",10,11,0,0,"Stroop-card_III_cw","LF-total_letter_123",1.54041479595877,1.17947344312052,38.3377343690546
"137",10,12,0,0,"Stroop-card_III_cw","SF-Animals",1.55229402325901,1.13294817150686,41.033620842914
"138",10,13,0,0,"Stroop-card_III_cw","SF-Occupations",1.5393570418908,1.16918372323055,39.2810019300664
"139",10,14,0,0,"Stroop-card_III_cw","MMSE-total",1.55089019984047,1.27252082788141,25.8652419673078
"140",10,15,0,0,"Stroop-card_III_cw","BNT-LongVersion",1.36654986938389,1.27280978815918,50.8625560075825
"141",11,1,0,0,"LF-total_letter_123","AVLT-total_1_to_5",1.48782880138493,1.06403696119009,63.2896522339922
"142",11,2,0,0,"LF-total_letter_123","AVLT-delayed_recall_1_to_5",1.48887306297623,1.21320835750444,56.9455462007737
"143",11,3,0,0,"LF-total_letter_123","AVLT-recognition_1_to_5",1.50844284723434,1.31910131938289,43.6542949921108
"144",11,4,0,0,"LF-total_letter_123","RBMT-prose_1_plus_pr2_immrec",1.5244813783857,1.30928932214506,42.7430057709994
"145",11,5,0,0,"LF-total_letter_123","RBMT-prose_1_plus_pr2_delrec",1.47472889372179,1.28931861001153,53.6922546097259
"146",11,6,0,0,"LF-total_letter_123","TMT-a",1.45288494070464,1.18685470659279,66.0490447655582
"147",11,7,0,0,"LF-total_letter_123","TMT-b",1.47904865992967,1.11275013656318,63.2418509015694
"148",11,8,0,0,"LF-total_letter_123","Stroop-card_I_c",1.5770073263849,1.24276857389816,43.7491885928591
"149",11,9,0,0,"LF-total_letter_123","Stroop-card_II_w",1.58448735852261,1.20794045752957,45.5604306876552
"150",11,10,0,0,"LF-total_letter_123","Stroop-card_III_cw",1.54041479595877,1.17947344312052,51.6622656309454
"151",11,12,0,0,"LF-total_letter_123","SF-Animals",1.62040481788194,1.13742252964003,46.5244779077107
"152",11,13,0,0,"LF-total_letter_123","SF-Occupations",1.61839518886726,1.15916400242533,45.6159887013199
"153",11,14,0,0,"LF-total_letter_123","MMSE-total",1.60176097211353,1.29814673606202,36.3939640365076
"154",11,15,0,0,"LF-total_letter_123","BNT-LongVersion",1.51069782461865,1.19647351655639,54.4852039042433
"155",12,1,0,0,"SF-Animals","AVLT-total_1_to_5",1.45238975226831,1.07959536486881,63.7124015497771
"156",12,2,0,0,"SF-Animals","AVLT-delayed_recall_1_to_5",1.48727631096338,1.1856557841773,53.3185084830107
"157",12,3,0,0,"SF-Animals","AVLT-recognition_1_to_5",1.5285801964869,1.2680787216925,41.2145555495828
"158",12,4,0,0,"SF-Animals","RBMT-prose_1_plus_pr2_immrec",1.55044544975476,1.25042147166213,40.934948822922
"159",12,5,0,0,"SF-Animals","RBMT-prose_1_plus_pr2_delrec",1.51244402213939,1.21607311265643,47.9197461557587
"160",12,6,0,0,"SF-Animals","TMT-a",1.44241552373486,1.16965343145204,62.074415878501
"161",12,7,0,0,"SF-Animals","TMT-b",1.44974209013634,1.11946354307737,62.7867774595516
"162",12,8,0,0,"SF-Animals","Stroop-card_I_c",1.55429786968453,1.24287445679994,41.3069784243664
"163",12,9,0,0,"SF-Animals","Stroop-card_II_w",1.58930897968486,1.17173813315043,43.7502902017396
"164",12,10,0,0,"SF-Animals","Stroop-card_III_cw",1.55229402325901,1.13294817150686,48.966379157086
"165",12,11,0,0,"SF-Animals","LF-total_letter_123",1.62040481788194,1.13742252964003,43.4755220922893
"166",12,13,0,0,"SF-Animals","SF-Occupations",1.67294202488527,1.04560131052484,44.2705197625946
"167",12,14,0,0,"SF-Animals","MMSE-total",1.57055038668329,1.30894904039639,31.9506949559073
"168",12,15,0,0,"SF-Animals","BNT-LongVersion",1.51841359423321,1.15642980647646,51.1323868639462
"169",13,1,0,0,"SF-Occupations","AVLT-total_1_to_5",1.46146527919052,1.08742989161623,65.1665708142805
"170",13,2,0,0,"SF-Occupations","AVLT-delayed_recall_1_to_5",1.48246124260724,1.20975266686747,55.9669425205315
"171",13,3,0,0,"SF-Occupations","AVLT-recognition_1_to_5",1.55853143819092,1.24859248948223,43.2681615416598
"172",13,4,0,0,"SF-Occupations","RBMT-prose_1_plus_pr2_immrec",1.56610089559703,1.24827293545472,42.5817082771323
"173",13,5,0,0,"SF-Occupations","RBMT-prose_1_plus_pr2_delrec",1.5660181963394,1.16504511984927,48.2955410046504
"174",13,6,0,0,"SF-Occupations","TMT-a",1.458063143125,1.1688139075999,62.8489726443506
"175",13,7,0,0,"SF-Occupations","TMT-b",1.46104383883811,1.12415481153846,64.0363909369954
"176",13,8,0,0,"SF-Occupations","Stroop-card_I_c",1.56710057916915,1.24426562475984,42.8338430084057
"177",13,9,0,0,"SF-Occupations","Stroop-card_II_w",1.58084906875982,1.20133754395118,44.8139773563984
"178",13,10,0,0,"SF-Occupations","Stroop-card_III_cw",1.5393570418908,1.16918372323055,50.7189980699336
"179",13,11,0,0,"SF-Occupations","LF-total_letter_123",1.61839518886726,1.15916400242533,44.3840112986801
"180",13,12,0,0,"SF-Occupations","SF-Animals",1.67294202488527,1.04560131052484,45.7294802374054
"181",13,14,0,0,"SF-Occupations","MMSE-total",1.56792651492199,1.32853488414489,32.7311357617111
"182",13,15,0,0,"SF-Occupations","BNT-LongVersion",1.45240576609825,1.25572672910296,58.9422451765754
"183",14,1,0,0,"MMSE-total","AVLT-total_1_to_5",1.57145517477323,1.06624207073511,66.3880193798073
"184",14,2,0,0,"MMSE-total","AVLT-delayed_recall_1_to_5",1.59332300856575,1.18763362594183,59.9444201195071
"185",14,3,0,0,"MMSE-total","AVLT-recognition_1_to_5",1.61485494437418,1.29159047128658,52.2547360917914
"186",14,4,0,0,"MMSE-total","RBMT-prose_1_plus_pr2_immrec",1.66396867295032,1.236941623637,49.9396952897546
"187",14,5,0,0,"MMSE-total","RBMT-prose_1_plus_pr2_delrec",1.60881669841915,1.22858086494362,56.2725880079559
"188",14,6,0,0,"MMSE-total","TMT-a",1.51329575253387,1.22064287716294,78.0353726162745
"189",14,7,0,0,"MMSE-total","TMT-b",1.5444793286331,1.14057692901623,69.7648334543355
"190",14,8,0,0,"MMSE-total","Stroop-card_I_c",1.52193420333642,1.40558757790939,65.0504537731061
"191",14,9,0,0,"MMSE-total","Stroop-card_II_w",1.55865642130699,1.34195559587161,58.282525588539
"192",14,10,0,0,"MMSE-total","Stroop-card_III_cw",1.55089019984047,1.27252082788141,64.1347580326922
"193",14,11,0,0,"MMSE-total","LF-total_letter_123",1.60176097211353,1.29814673606202,53.6060359634924
"194",14,12,0,0,"MMSE-total","SF-Animals",1.57055038668329,1.30894904039639,58.0493050440927
"195",14,13,0,0,"MMSE-total","SF-Occupations",1.56792651492199,1.32853488414489,57.2688642382889
"196",14,15,0,0,"MMSE-total","BNT-LongVersion",1.5872114138956,1.20625496618492,60.1547895029658
"197",15,1,0,0,"BNT-LongVersion","AVLT-total_1_to_5",1.40013763924074,1.05303928886921,57.8010937757209
"198",15,2,0,0,"BNT-LongVersion","AVLT-delayed_recall_1_to_5",1.41944572474678,1.18205723490219,46.1664911509849
"199",15,3,0,0,"BNT-LongVersion","AVLT-recognition_1_to_5",1.44602535896624,1.2837081954667,23.5450795768553
"200",15,4,0,0,"BNT-LongVersion","RBMT-prose_1_plus_pr2_immrec",1.59822903689312,1.09882387281639,38.0290352436198
"201",15,5,0,0,"BNT-LongVersion","RBMT-prose_1_plus_pr2_delrec",1.53903294485598,1.09179363364125,41.9896719115818
"202",15,6,0,0,"BNT-LongVersion","TMT-a",1.35824292390153,1.1824309116692,57.8892154310946
"203",15,7,0,0,"BNT-LongVersion","TMT-b",1.36251270553742,1.13702457661298,60.3623467353953
"204",15,8,0,0,"BNT-LongVersion","Stroop-card_I_c",1.43435968465121,1.30288375786157,14.0148404911417
"205",15,9,0,0,"BNT-LongVersion","Stroop-card_II_w",1.4105609234093,1.30518434533865,13.282525588539
"206",15,10,0,0,"BNT-LongVersion","Stroop-card_III_cw",1.36654986938389,1.27280978815918,39.1374439924175
"207",15,11,0,0,"BNT-LongVersion","LF-total_letter_123",1.51069782461865,1.19647351655639,35.5147960957567
"208",15,12,0,0,"BNT-LongVersion","SF-Animals",1.51841359423321,1.15642980647646,38.8676131360538
"209",15,13,0,0,"BNT-LongVersion","SF-Occupations",1.45240576609825,1.25572672910296,31.0577548234246
"210",15,14,0,0,"BNT-LongVersion","MMSE-total",1.5872114138956,1.20625496618492,29.8452104970342
