"","X1","X2","cx","cy","test1","test2","rx","ry","angle"
"199",15,3,0,0,"BNT-LongVersion","AVLT-recognition_1_to_5",2.35014556516256,2.08634039772004,23.5450795768553
"200",15,4,0,0,"BNT-LongVersion","RBMT-prose_1_plus_pr2_immrec",2.59751384018161,1.78585806644521,38.0290352436198
"201",15,5,0,0,"BNT-LongVersion","RBMT-prose_1_plus_pr2_delrec",2.50130568427798,1.77443220498501,41.9896719115818
"202",15,6,0,0,"BNT-LongVersion","TMT-a",2.20747759659113,1.92173999296742,57.8892154310946
"203",15,7,0,0,"BNT-LongVersion","TMT-b",2.21441703808402,1.84794357141715,60.3623467353953
"204",15,8,0,0,"BNT-LongVersion","Stroop-card_I_c",2.33118598565996,2.11750538569372,14.0148404911417
"205",15,9,0,0,"BNT-LongVersion","Stroop-card_II_w",2.29250716661835,2.12124440411618,13.282525588539
"206",15,10,0,0,"BNT-LongVersion","Stroop-card_III_cw",2.2209784186648,2.06862781512786,39.1374439924175
"207",15,11,0,0,"BNT-LongVersion","LF-total_letter_123",2.4552541702079,1.94456266713031,35.5147960957567
"208",15,12,0,0,"BNT-LongVersion","SF-Animals",2.46779418662536,1.87948182530864,38.8676131360538
"209",15,13,0,0,"BNT-LongVersion","SF-Occupations",2.36051529030759,2.04086365785949,31.0577548234246
"210",15,14,0,0,"BNT-LongVersion","MMSE-total",2.57960750287867,1.96045991977723,29.8452104970342
