"","X1","X2","cx","cy","test1","test2","rx","ry","angle"
"1",1,2,0,0,"AVLT-total_1_to_5","AVLT-delayed_recall_1_to_5",2.29387958465324,0.952753305782465,40.409121250274
"2",1,3,0,0,"AVLT-total_1_to_5","AVLT-recognition_1_to_5",2.28954312093893,1.26093975503228,34.0925482268602
"3",1,4,0,0,"AVLT-total_1_to_5","RBMT-prose_1_plus_pr2_immrec",2.23421200719592,1.37353265775775,31.5645851905178
"4",1,5,0,0,"AVLT-total_1_to_5","RBMT-prose_1_plus_pr2_delrec",2.12334674053939,1.40074665542593,33.4896518103156
"5",1,6,0,0,"AVLT-total_1_to_5","TMT-a",1.81737897645721,1.58870993762629,31.5650934562505
"6",1,7,0,0,"AVLT-total_1_to_5","TMT-b",1.84226346592686,1.49767324112185,40.9512538238686
"7",1,8,0,0,"AVLT-total_1_to_5","Stroop-card_I_c",2.07962730960424,1.59359654938255,19.4459808409087
"8",1,9,0,0,"AVLT-total_1_to_5","Stroop-card_II_w",2.0884319813824,1.54200896705149,25.1999867116625
"9",1,10,0,0,"AVLT-total_1_to_5","Stroop-card_III_cw",2.00073103360738,1.52300648304461,29.8831293636733
"10",1,11,0,0,"AVLT-total_1_to_5","LF-total_letter_123",2.11811772663935,1.51479494629914,26.7103477660078
"11",1,12,0,0,"AVLT-total_1_to_5","SF-Animals",2.06766563290433,1.53694435663414,26.2875984502229
"12",1,13,0,0,"AVLT-total_1_to_5","SF-Occupations",2.08058582535833,1.54809782400087,24.8334291857195
"13",1,14,0,0,"AVLT-total_1_to_5","MMSE-total",2.23717074115517,1.51793420641572,23.6119806201927
"14",1,15,0,0,"AVLT-total_1_to_5","BNT-LongVersion",1.99327795687934,1.49913832997814,32.1989062242791
"15",2,1,0,0,"AVLT-delayed_recall_1_to_5","AVLT-total_1_to_5",2.29387958465324,0.952753305782465,49.590878749726
"16",2,3,0,0,"AVLT-delayed_recall_1_to_5","AVLT-recognition_1_to_5",2.4056158039615,1.31900214961073,40.290398921837
"17",2,4,0,0,"AVLT-delayed_recall_1_to_5","RBMT-prose_1_plus_pr2_immrec",2.22064014250895,1.62537069956079,35.98413888652
"18",2,5,0,0,"AVLT-delayed_recall_1_to_5","RBMT-prose_1_plus_pr2_delrec",2.17427661186559,1.56140676533307,41.2218279717803
